,0
99474,A5VJE6
11463,Q0W0P5
189340,B1XLJ0
224941,Q13X79
151262,Q5NEW3
262540,A7HEI5
130282,Q9SNC0
129929,Q80WQ8
153771,D7URV0
34710,Q569C1
130887,Q9ZVP5
153512,P05856
224423,C3M9C2
83369,Q75CQ8
206667,Q8G411
240860,Q5WUE1
140801,Q92H61
89399,Q81BN7
119723,Q5A7M3
195306,P34143
11453,A9R2Q4
314431,O07001
16958,P34927
62841,P14607
178380,B0CE66
307372,B3E4X5
294801,Q58360
3867,A8MLP2
188648,Q892R2
48510,P72940
288557,Q5FF38
215243,Q0BZ42
296124,Q6Z0D9
237401,A6ZUC0
177809,Q9FFJ3
313170,Q5ZJD7
81844,P0A657
316661,Q8ZP01
237742,A3Q1L2
139818,P03957
232754,P82675
126120,O54329
243660,P49114
89798,P42260
191501,Q8MIQ9
148364,A0L5N0
161242,P79218
141831,Q920Q6
146790,Q7UG04
15812,Q1QUP5
268785,P52335
269836,Q2SRB2
225866,A4IZS8
47942,B8ELJ6
184021,C5BHN8
113849,P63683
302497,Q3KGF8
317246,Q5BGN2
61974,Q2V3K2
107770,P51257
317508,Q96N38
77062,A5PN38
314856,Q09550
59737,P16543
234928,B1YDJ1
278415,P0DKT1
170624,B1HXZ6
224242,B1VA58
3738,Q17761
59241,P30314
207380,A1VBB7
131993,P49251
120331,B2RJJ6
209485,A7HJF3
157323,P24103
176070,Q63HM9
108383,A1TL44
86615,Q9HFX1
18460,P0C041
226192,Q47VT2
51272,Q9LRK4
285457,Q6P2C0
298579,A0Q3T6
240946,B0K8R2
17465,B8DWS2
199949,P42521
112555,Q9Z0T9
179936,Q9LN50
267801,B0UVJ6
63190,B7KKT8
209371,C3PL27
32966,P17365
281978,P96343
99387,O69407
205375,Q3IXY1
190185,Q111E8
671,Q1WUK1
283706,A5IQX1
91177,B9KM35
301310,B2VIE6
232018,D3B3B7
149204,Q21CE8
160265,Q7ZXH2
66518,Q14209
143775,Q6CGS4
113227,P9WKF9
285290,Q8CTQ9
159943,Q9D611
149935,Q12387
262782,Q9WZP7
220174,D4AS55
147873,Q822B0
242974,Q8FE31
58780,Q5FKI6
166656,O31018
171040,A5GU97
53810,P0DL78
170191,Q339D2
131798,O95867
102245,Q0C0L1
31721,P55773
100373,Q6NCY7
307710,O13913
115771,Q8NM79
275121,B9ME24
91189,Q8ETM5
193484,O08323
279742,A1S475
57296,Q5L4W4
24853,Q5UCA8
177563,Q5N1G4
111662,A0R8F7
210235,A9KVB0
247618,P08848
45836,P25308
167498,Q8VFK7
204912,Q6YQA5
280523,Q9P6S3
78225,B7KHD0
312215,Q5UQE3
45448,C5DKX0
171634,P17934
200997,Q2NHB2
183891,Q05681
271671,P54907
213921,B3DTL7
242923,A3A2Z8
18254,B7V5R3
88214,P02214
274852,Q5JI92
147028,P50541
198986,B9JZ91
3996,A8EYA8
24529,A6TT61
201725,Q5LNK7
44092,Q9M0A4
80038,Q03ZE9
277616,Q603S2
215521,Q0A5A6
263012,Q969V4
229312,P06507
283595,P04004
132598,Q0U1X7
103935,P91953
226547,A0LHM3
157377,Q8CHT1
53821,Q8BY89
230425,Q6ABW7
65785,Q2YCH7
272579,B0R2Y4
98827,Q9UQL6
260303,O83571
48588,Q9XEA8
264313,Q7NT72
263982,B1HVA1
204459,B0BCG4
173478,P95931
317914,C0SPC1
232612,A1AVB2
125119,A5DGF3
67240,P32644
211974,Q2S3R3
216574,Q87PC0
155746,Q02EZ6
311142,P45899
277940,Q1QCE1
42169,Q8CPD8
286496,P30325
168046,P57036
227969,Q20EW1
99761,Q54QI4
293509,C0LGD7
117369,A1TQ97
6735,A1YYW7
228109,B8MLF7
212571,Q60A15
252826,B1AJ93
214860,A6NKH3
75544,Q0I4M3
127337,Q9CFU9
52802,A6TB69
169654,O97209
146862,P43640
69612,A7H4F3
111260,A7GVZ3
282014,C5C8U6
159504,Q7WCU0
52091,A1CBI6
123680,P31858
171232,B0C6T5
105832,Q9KIV0
11558,A8GZ18
218148,A8SED5
200386,A4WJ34
130984,A3QH59
66083,Q8EB99
191050,A1BHZ3
84121,Q8LPL5
144602,B9KGL7
58607,Q28007
189108,Q8DVM9
147345,Q2NEP6
275424,B1XTA2
278102,Q65I33
189513,P35822
89832,O66745
153739,Q9ULW6
269300,Q65W80
119941,B7IE32
56647,P57513
186328,Q8R4E6
186582,A6LE74
194244,Q90271
183262,B2IZ89
282589,Q8WQ85
178433,B9K6Y2
284743,Q7LZF5
255828,Q5QNP2
35612,P94363
193453,P58861
47224,P56343
87038,Q9ZQI3
72405,A2Y5R6
44489,Q5XIS2
282446,Q8QZQ7
257974,Q8RGJ4
9725,B2SZV1
248329,A7FY04
202600,Q4QKP3
39804,Q32LL9
56783,Q5R0N1
191930,Q3SR45
211051,A5GPH9
119539,A7HPP1
213762,Q07YH6
314372,Q5UPY9
185182,Q6CRT8
248341,B2VE90
155617,Q5ZXI0
299736,Q1G950
171956,Q61398
148837,C5BFM6
306970,P77658
317053,A2XLF4
8413,P00885
214401,Q9HN40
118414,Q57423
240526,P44556
285190,Q5XX07
283265,W4VSH9
259139,Q72HH1
179965,A6H185
177895,Q944C2
215894,A1BJ18
66354,P32518
282605,Q6U1I3
243100,Q7TPQ3
290180,Q67708
255711,Q2G6I4
180511,Q6AXZ6
231997,Q9BST9
191772,A8FQW4
31564,O95503
295283,Q6D2Q7
168156,Q9LXR7
59521,Q1H145
287516,P20976
5393,Q8DGH7
182408,Q7NMB0
270100,Q7MAV4
50156,A3N3D8
45373,Q6ZS62
279197,Q75WH5
140974,Q43512
102757,Q5UZF0
194971,A7IM67
113035,Q6AU80
312185,Q5UPW1
157432,A1JQP8
591,B2SAD7
189277,Q9NHC6
254159,Q8XVT3
144312,P50182
101413,A9MJE9
205192,C6A161
251876,P96471
144839,Q8N594
27362,A3NQS3
260595,Q488M6
37324,O22267
64720,Q601T5
232902,A0KPA3
46014,O79672
170705,B0G0Y8
90831,Q388M1
49136,P0C8P2
77689,O85133
13141,Q6D800
186599,C5BNN0
157401,A8LVS8
76141,P52964
231333,Q4FN40
294186,P55576
51106,Q6C007
138638,Q73ZP7
307657,Q7DBJ9
59962,Q6CIZ1
269293,Q9Z273
240394,Q48XR0
163432,B9FFD2
231985,B2G493
113306,Q9A1G2
251223,B1XUY8
145097,Q56209
287237,P08345
150668,Q0TP77
78154,Q9X9F3
21608,Q9PKR5
207002,P11893
289488,Q914G4
43027,Q5P2R7
223758,A1WHU2
78159,Q01960
188537,Q6BUE3
70428,C5BAP7
269780,Q63199
258171,A7I940
112763,P53897
134319,P11003
129090,Q2HZ33
286413,O51058
268884,Q5V3R4
86378,P36205
68167,Q61749
263819,Q717B2
306247,O34823
169058,Q8TEW8
101416,C1EN91
175584,Q1QCY9
259248,P23564
298406,P55384
270593,P59718
21928,B3A0S2
197600,A7I3X0
263185,O94460
245364,H2A0K9
145508,A4QGX4
218782,P27464
292130,Q02ZS8
221219,P10281
246389,Q6X5S5
129442,F4IN32
54993,Q0IIK5
39349,Q8K4Q7
152404,A1B2U9
175571,B0TY21
151873,Q9YNE3
156396,Q8MJV3
119018,Q0D2A9
137132,A4VRY9
74486,A1TZR8
64386,Q15GI4
202928,C4LL89
198251,P0DH85
116595,P11706
45536,O94587
131995,P78715
19478,Q11Y90
250294,A7Z750
34442,C3L506
169564,Q8ZUF0
304870,P40103
159323,P92697
104783,Q76NU5
279452,Q3A209
13063,B2I5R6
142264,B2S641
183433,Q09X07
50804,Q81E85
96901,Q4ZXU9
194112,Q7UFU6
234914,Q6CUR6
120875,O65154
245957,P17841
263957,Q2V905
61667,P96133
99318,Q6FZ12
78213,B8G4D0
275709,A0MDQ1
118512,B4EZU8
67965,C6Y4D3
144527,Q1MRW7
8236,O80944
285351,P30005
220990,Q6YPW7
189387,P0DPB2
133393,Q9KLK6
48027,Q8D2T4
255252,Q1AWC4
256814,A9NCN7
112611,Q87V88
108044,Q8R1R4
184779,Q081J9
79284,O08398
148381,Q6A9Q1
40231,B9MQY2
88635,Q3A0B8
28148,Q1CW46
206271,A8AVP8
275506,Q1QC36
48041,C5CHX7
124724,P49291
196979,B2IWJ2
58202,P10041
267577,Q9M246
63838,Q2S4F8
78467,Q96ME1
63673,A1C690
127492,P32250
119154,Q96S16
114296,C5CPD2
87383,B2A2T4
131508,Q9ZFV8
116007,Q8N9B5
30935,P51686
43676,A2C172
275635,Q21T18
89415,A9KXQ3
90585,Q4ZG55
279575,B0JNA9
114707,Q2G623
37375,Q2JV68
117180,B2UFT6
75038,Q58303
193092,Q54M82
241596,Q9LE54
36274,Q08032
32100,Q9CPY3
170141,Q5ZU09
12635,Q5YTK6
228540,B1HMX4
312944,O31554
164637,A6L4C3
13563,A7Z622
149694,A2CI36
136195,P28224
97914,B3EWR8
147971,A5VDC5
228522,B8D9U1
269178,Q0VMU1
275575,A4WR73
301109,O28166
176868,Q2JLH7
245348,Q9H2G2
45736,Q9FN50
310596,Q3E781
299673,A6T8U5
212440,Q1WST3
295172,Q85FL1
214422,B1J2W7
146597,Q03825
139239,Q89AI3
268314,Q4A6T7
243490,B4PST7
26400,Q9JWH1
210700,A8GVL1
198095,Q6ANL8
78903,Q9DE25
58876,Q9ES45
31078,A8XA58
120537,A9AV71
52709,Q73I07
139185,Q6NYU6
145525,O63852
89389,P44784
159169,Q2NA74
189267,B0CE32
117132,P37550
52146,Q9V3B6
72411,P58738
58810,P0A027
164546,Q9Z185
131490,I2C092
17385,Q11YP1
193511,A6VR01
142478,B1KKY6
172807,P84736
28406,B8NPL7
173715,A4SWL7
226125,Q1LTC4
151734,A9BFQ1
1199,Q7NT71
80654,O74842
237279,Q3A508
116386,A0JND2
191295,Q7VIJ1
85141,A8FF41
141172,P87155
241022,Q4L6J5
103803,Q76P24
147845,B1KII7
20040,A8MH15
29544,O15444
219914,Q5HPY0
35731,O83520
1430,A1T2Y9
166636,O17204
93973,B0TBA0
48209,B9RA90
136242,Q47690
126455,Q49848
12418,Q6BUP9
287883,P44117
88256,Q1MBS7
41950,P22924
111669,Q7WCW3
247058,Q8XDD9
204569,Q5N3N9
39011,Q9I8D8
228483,Q0BSM5
16922,P15372
186909,B7GUX2
165905,A8LIU9
214936,B8DW14
18206,O35855
269237,Q10409
288678,O74000
264439,Q9HHH8
102268,B8DKL3
207722,Q695T8
119916,Q5YY83
229029,Q8PC41
137671,Q6DG19
35341,P35471
67548,P37176
57962,Q6CU61
208311,Q03PY9
158684,Q09225
189492,P28217
26783,Q9SG86
298405,P55383
191359,Q48AN2
61995,F4JCQ3
276301,B3E340
120506,Q9UXG7
134432,Q8P6V8
153018,Q21252
161259,Q8HZQ3
43339,Q29478
314482,Q7Z570
156132,C7YS90
220337,Q67K93
261245,A9AYM5
161170,Q48IH8
297751,A4XU99
39781,Q85AP4
105892,C0QWY0
66549,Q08426
127834,Q8CB14
25082,O48923
216163,B8I7Y2
181302,C8XPB2
197932,Q85FI0
89376,A5VE44
253442,E9F8M3
39355,Q9Y6Z2
241940,P09671
239277,C5D3R1
138506,C4YSA9
107377,Q5JDL3
120288,Q60443
278839,Q54LP7
73639,Q9HGR3
169046,P53632
76554,O69473
317276,O32097
297278,B1MC91
203683,P44356
43417,Q839J7
267667,Q6CJX3
279667,P85272
44514,Q3UZA1
157909,Q754U4
87557,Q2JNM6
18239,P29169
149488,Q87DA0
75155,Q9LH52
266760,A8G0J1
103976,Q07XW7
108036,Q8R459
75617,F1P065
240580,Q975T0
140189,B8GW33
160294,P0C6Z2
154198,Q65NN6
256990,A6LIA1
70216,Q1WUI3
48840,Q1WUQ7
163392,Q04884
68114,A4SUU7
184908,Q310T4
243489,B4LY66
97084,Q99070
49711,P0CF65
248435,O15905
284835,Q17963
276839,P52535
276581,P42880
201298,B1YMB9
275459,Q831G0
155241,Q2UL45
199555,Q14699
56052,Q1RHD4
121688,A0A0C4DH55
268161,Q80WG7
235211,Q96H72
258945,Q6WG30
240226,B9DVI5
202000,Q0DM51
122536,O24991
289220,Q9Y7N5
101472,P09017
216970,B5EFP3
55882,Q07607
57990,Q6MC93
301436,Q6K5K2
120470,Q5JFX3
63634,A5E3Q2
297918,B8D969
153363,B0CA85
14803,Q04WV5
70146,P50549
139424,A5G348
119937,Q975K7
316313,Q09378
189198,Q937P0
199869,Q88VK3
255979,B2UMH5
288755,A5UEW7
277628,Q0SEI1
121788,Q9H6V9
258508,Q5PAL9
21202,B0SDA2
175396,Q55E60
4571,O55764
258639,Q8D2U1
144788,P56166
78877,P24130
313821,Q9RNL5
11537,Q04T45
100767,Q1H4R0
261672,Q70YC4
221327,Q9PQN4
104072,A5VA16
285852,P14815
31386,Q8MKI5
272565,A1S464
41504,Q65G95
105842,Q25513
255115,A0QZ40
145624,P40577
68151,Q0CEU4
25334,Q9SJU5
170936,P49583
56798,B1XNQ0
136593,B9DIR3
221532,Q9VD25
155245,P40460
276004,A7IAU9
68188,Q8RPQ1
264958,Q9H2L4
73557,Q2KUK5
47687,P49476
53075,P24782
121453,Q99M73
16119,Q65LE8
249294,A6VZ30
96374,P46427
63427,Q9FJJ5
129489,B8BMI1
171788,A5CX20
201771,Q2TW47
112925,Q5WKY6
64302,P0CN39
225418,A5FZU3
10450,C4YNS4
18962,A7I137
166146,P51002
133760,B4EY99
142180,P11880
179196,Q8RWZ6
120453,Q0C5A1
276711,Q1JLB5
105078,P50476
147787,Q16NX0
206180,A2SLF2
199245,Q4FSV3
183904,O23169
254365,Q5QW09
69897,Q8VZ74
202615,A6L0W6
97246,P26222
189836,Q9TM72
286031,P68336
301730,Q57611
210237,Q7MLD9
67000,C6BUE7
84953,A5DWJ3
118392,Q651Z7
272440,Q92B80
307841,O14260
84713,Q93N70
134122,D3V7P4
181039,Q9DAZ2
281293,Q9RPY0
265546,Q17QI1
128932,A1WSH4
94160,Q09845
70790,A3GGU2
24464,O13990
17928,P26682
133156,Q9TTY4
37151,Q10239
89511,P45656
255852,Q1LLK8
258155,C4XT36
2024,Q9FFE6
156216,Q06178
45619,P12075
68513,P12262
62214,O23317
235585,A8XSS1
234970,Q6FV04
34290,Q42547
201727,Q8DGS9
308849,O94728
318062,Q12836
120554,Q86UP2
306494,P22578
97650,Q07YU5
309654,A6VZE3
30873,Q3TVC7
149502,Q5BJY6
182221,Q8EJW1
98414,A7H5U7
105278,P81958
179187,Q9URZ1
266742,Q6F8H8
253219,Q630Y3
228509,Q3IQA0
53385,Q8GY39
290225,Q8TCV5
182293,O78508
164124,Q2MY39
204454,Q2L2F1
300210,Q8YNL7
146355,Q8ZGW2
191302,B1HQB9
85147,Q9TSZ7
37086,Q5XGW6
101645,B3EKC2
202107,Q5JGN9
14015,B0D316
148633,Q9FKL2
284289,G4N5X8
177677,B1Z0T3
313747,Q48585
311248,Q8TGR0
74919,Q9SK28
70922,B3E2D1
62268,Q9HUW5
149394,C1A4H9
45710,Q9V559
195007,A8ZU38
241448,Q91VZ6
265717,Q9HEU0
50141,B5F8J0
70275,B9KEN0
267056,Q9SSD1
267992,C5D2I1
162502,Q6IFN5
267823,O42999
116619,Q7W182
16252,Q84RR2
68442,Q3ABN1
146744,A7Z3X5
137788,Q97I21
273783,B6DD10
25802,Q84TC2
305220,P32033
175138,A2CEI6
288158,Q9LM83
113332,Q6BIV1
293690,B0TGP1
157982,Q16620
79526,Q6GKX7
211113,Q3B4B8
241263,F4K6D3
74880,Q4UW14
37766,Q8U0S7
152938,Q9LTW4
106056,Q3JEN8
189914,B7K3U2
148856,Q96MN2
180911,Q9LRV2
131874,P47805
113801,A1W7E4
2600,A9CKB4
129434,Q97FE0
228914,Q74M95
235953,A5D7H1
169214,Q9N2V9
213047,Q6AP69
150152,Q9VJQ5
300721,B9K9F6
132449,Q7TT79
252408,B8NBX4
57890,B2SB45
110124,Q9RVE2
281986,P9WF71
131632,Q96CN5
60161,Q5QV32
46457,C1FUD5
75398,P76556
288739,P73346
81355,Q5H9T9
73067,Q97HD0
75595,Q8IZT9
21414,O74479
225379,P38792
119511,B0R9M2
165582,Q95NM6
38402,A0A144Y7G4
144017,Q8EDF0
180140,P00635
45769,B9KG48
56781,A4G8T6
236717,Q88V02
37429,Q2LQK8
167258,A1CIA7
16641,Q09551
155658,Q74NK2
222738,Q2GLH4
141206,Q48UD0
255265,Q7NZ62
224475,A4QIE5
71711,P68178
271392,Q0AJP9
195821,P77379
47117,Q65T42
259215,Q68F33
257801,Q1H3U9
224344,C1F127
28726,Q13535
120783,A5GAG2
131597,Q9Z823
144893,B4F1L3
8141,A4XP44
216371,B3EP49
87552,Q8R322
120354,E7F6F9
247508,Q6C195
278345,P49746
182569,Q10223
263738,C0ZH32
20314,O05330
187117,Q4PSD1
249890,P32850
146223,Q2S6M9
162297,A6QCF2
74640,E5KK10
86105,Q9FID0
75902,Q8TIY5
226986,B2KEJ4
234090,Q07782
136993,B6YQT8
123281,C1DAB4
299500,B0USN1
175410,Q96510
216094,Q6LVN3
53581,Q1MS56
151222,Q2JW21
81579,Q8VYG2
275870,A4XKU9
208592,Q9UX88
88185,Q9LEA7
596,A9WE63
218692,P02393
276021,Q3KJC7
3470,Q9UUZ4
169831,B8JBD5
126480,Q5E209
179,A0A0A1HA03
111714,Q48F81
92766,Q9W1N6
159641,Q92G98
181960,Q9NQV6
246054,Q834U3
32458,D7DR00
157185,Q9ZWH8
16250,E9Q4N7
187722,Q82IY9
149796,A5GHU5
225217,B9K899
98451,Q8ZFY1
199784,B1I2N0
37431,Q3AUR5
150804,Q9LXD7
77011,Q20678
310688,O94622
21560,B5CY73
113387,Q73I23
70806,Q94HF1
136685,Q1D6K1
136194,Q0K8S4
303678,Q54BH5
212972,Q975K6
29177,Q58776
67296,A5A752
271716,B7VM88
74832,P80306
218909,P55294
297739,Q8TYS9
53706,P9WNC8
137635,B1XW69
178434,C4L8E8
230585,A5VPI9
72361,P26503
31657,P93411
253780,Q3MAZ7
220219,A8GM79
278830,Q9C9B0
100381,A0LH26
286193,P05925
166296,Q54NM4
261611,Q6QR59
250684,O83101
9861,Q92KZ3
58343,Q5UXH9
288902,Q58689
161877,Q5HZK2
98608,Q1IX39
191552,Q837H2
122618,Q3L6L5
164174,P0AFH1
290721,Q6DST1
303786,P43996
30047,B8D1H3
36760,P30600
294901,A6RL85
70069,Q6NT32
163266,P31418
151268,Q28KP2
60759,Q97CR6
209682,Q7UZK2
267520,C1FXW9
67612,Q2UMC5
242422,A6WJL5
193033,B1XMC5
195159,A8LI68
68458,C5FPR9
1956,Q9W197
2760,Q8T6J5
38310,Q9LQI7
48851,Q89AY1
12811,A6LFQ8
127844,O22132
243137,Q9KR64
252199,Q9L268
314767,Q46953
58210,Q13316
194986,A0ZZN6
61229,P22838
158547,P35116
82290,Q9WC62
224021,Q317T5
15916,A8AXY8
47317,Q6CDG5
202035,A0KJ91
7767,O43078
267407,Q9KST6
318202,B6EJQ7
299018,Q58087
116930,O28050
55269,P47950
257932,Q5YTJ4
275470,C1KYV5
281389,C1DQR0
124155,A5WCU4
124214,Q3J8Y6
206179,A0B9W5
24490,Q8S3D1
95501,P57126
186276,Q6G1A4
188169,Q8DWN5
53746,Q5XH12
91952,Q2AAF6
179737,Q1QQT7
261375,A0JMW6
308328,P75836
64925,A1B023
8196,Q6FPJ5
146062,B9MJT8
221852,P42732
198531,Q15493
111795,A9M0U6
116226,P08703
246203,Q21UD1
181325,P45496
77117,Q6AXX6
294783,Q6AFM6
160012,A1CFJ6
1304,Q57617
143629,C7Q4Y6
71085,Q8FQP1
246565,Q81MS2
265753,A5PF62
197763,B2I330
194748,Q88RZ2
98281,P43089
261059,A7GX26
289112,Q54VP1
82128,Q867W1
63420,A2TBU3
215957,C4Z0D7
316350,P94563
98760,Q8IZP7
134382,A7NFR6
251267,Q2RTZ4
40868,Q5Z2U1
254477,Q7N6Y2
52857,A1S6V2
191848,A0PQC5
15626,Q66HT8
37653,Q925P2
306250,O42925
248473,Q9NX45
4938,Q54ET6
23388,A7MFA6
278548,P51784
91930,A1WYV6
4845,Q9C8J8
144364,C4JKS2
295876,Q04BD3
41606,A4WPH6
194024,P44908
233955,Q30R94
229709,P15760
314498,B7LWG7
132021,Q6V291
100885,P20268
176759,Q6H9K0
11980,A1YL80
175375,P78735
176999,Q9PF21
203421,Q54Z09
214534,Q6G1C0
281627,A1B1B8
73977,Q5XPH7
2133,P41667
195199,B7GLA4
196736,Q6P3B9
283021,P36722
93185,Q6S5C2
288639,P44993
140328,Q4L8D8
90735,B1X023
166893,Q56029
74250,Q494X1
92078,Q8P8H3
291719,Q11IL7
223890,B4S5A2
311642,Q0I2I2
64662,P20105
191366,Q17Z49
210701,Q1AR58
277969,Q2K511
182085,B8I6T0
26622,O54952
48699,A6L5G7
179168,B8EP09
27765,Q10162
250074,O31501
194378,A5F1C1
285910,P84907
47146,B1XN05
193974,Q58801
27014,Q9ZXI0
44902,A6L4Y5
148889,P10481
30043,Q1DUF5
170786,Q9SIE1
9021,Q4ZMM3
4009,Q2G8P0
246812,Q92J55
260661,Q7N3W6
32,Q91G55
289630,O29181
268660,Q9FZ57
292522,C6VQL6
199674,Q0E079
258774,Q891R5
134703,P91928
90269,Q1MQ89
232706,A8EYC5
175077,P25078
296257,A4VI91
167446,Q3AAM1
303351,O28426
150682,Q49WR1
69595,S4W288
185100,Q1KVV4
148855,Q7M758
223695,Q97I66
51349,O59906
190708,Q9FZF1
170726,A9IKX8
233252,Q7VNB5
112342,Q2KJA6
232262,Q6KI38
27437,Q5XIX8
281786,P84394
121304,Q91VE3
204030,A3PVC6
243052,A3RGB0
10309,P46626
4057,Q8K4G5
316624,C0H418
93724,Q06003
117725,Q9RY40
26218,Q84WU9
135128,Q8BRM6
255429,Q5REH3
231278,Q0RTD6
272810,P79679
234444,Q6ME54
279785,Q8MKL1
83529,Q0SMC6
235207,Q6PEH9
253241,A9WWS9
315018,P39832
178147,O04856
116358,A4HU70
179025,B9JVI2
215617,Q2J6Y7
19011,P07893
85742,Q9CXP8
157112,Q6AE77
303954,O66830
237088,Q8VZU3
62428,B0T135
182061,B9MH63
133996,A6SI59
67406,Q6NJD6
83623,Q82BB8
26789,Q54LU5
134899,Q1M799
282372,Q81966
228581,B9JFX9
35029,Q8CXB8
316142,O13825
133696,Q8EU06
315986,O06740
129868,Q54M35
244517,A7TI28
47835,B3DTC8
46624,P80519
157656,P04145
103725,Q0S811
227285,Q7NFF2
240544,Q9DEQ4
20121,Q2QX40
40939,A4T0R6
139899,Q9RCA7
281777,Q65212
215214,Q6C9C4
23267,Q3J1A0
231805,A6Q1W3
93901,Q47II8
75761,Q4N3S6
212320,Q3B6D5
184983,A6UV05
138740,Q4WMG1
137604,Q5BJN5
287485,Q47YA8
296097,Q47HW8
256563,B0UD12
132491,A0PXR8
291649,Q57553
242420,Q3ILK5
212356,B0RZS5
206311,Q7XVA8
80341,Q3AAY6
291919,Q6LN06
19794,Q83G86
251989,A2BLQ8
263157,Q04582
224606,Q8UEZ0
241004,A8NJZ7
296422,Q6F7W6
206610,Q30TQ1
197010,B8HVF7
138472,P55296
12448,Q47N80
236985,A5D7K1
158722,Q4WX36
75366,Q65SZ6
270153,Q60180
159586,A1AVR9
200104,B0SAG3
156160,Q8BYM5
46840,Q03101
21549,Q8BHT6
291589,Q89B12
8405,Q9SIE0
21197,B0TI53
142044,P80367
127905,P51093
38715,Q6CE38
166643,P86863
226655,Q67JV2
164229,Q8BHP7
110650,Q6GLY5
195976,B0TGQ3
238022,Q8ZY09
229093,Q5FTX7
127537,Q7VRD3
296481,B0UEE1
307075,A8ADB5
292225,Q38WN9
246629,P17433
161696,P07857
97952,Q557C9
258183,Q7N705
171878,O94472
315666,Q8ENQ1
64667,Q06915
210907,Q8RIH1
285148,Q589G4
282181,O31990
275917,P9WF21
179609,Q9MAT2
122997,B1VY28
193467,A9I6E7
147164,O27855
4770,O57222
245730,Q37143
266332,A8F7F8
44753,P05997
108343,P58044
163001,Q89AU5
18547,Q9ZZ63
147940,Q7NI67
256666,Q4I9B7
172186,Q4L795
81372,B7L0A5
132294,B6H5L5
133868,Q8WZL6
162911,Q9ZYM7
263027,Q07921
136072,Q1B5E3
265338,Q9ZNA8
189899,Q2JQR6
78543,P12061
28464,B1LV19
298841,P55586
287765,A4ZU98
18257,B3PTE0
160677,Q4L378
170394,B1VHK2
276430,P77837
256305,B2S0L6
218252,P0C8S4
239238,Q6MFA6
23310,O84179
13558,A0JX82
7200,P27917
241941,Q59519
119850,Q6L732
106965,Q978N3
305074,Q3E7Y4
112685,Q9LIN5
32960,Q9FMC2
194367,Q9CP97
178678,Q09855
207488,Q5FTY5
119351,O15990
257162,Q03PU5
35179,Q96NU0
149751,Q5M2P5
233843,A7TNS4
90294,P0A4M0
225381,G0S8E7
257765,Q99JX1
267065,Q894M8
201162,P45138
137913,B4SQK7
261216,B3ECI3
80775,Q52946
295810,Q0RDP9
283066,Q07857
88388,Q3E8L0
123884,C3K3F7
73262,Q5HP29
113844,Q83S83
101455,Q3U2S8
212513,A2BK96
205882,A2CC54
264485,B8HX02
270493,O77666
171253,P28328
59696,P45512
83488,O28542
167470,Q5YTL2
40696,A4QCW5
162861,A2BZY7
245337,P53304
91444,P0AER6
203653,Q0SN13
218529,Q487Z4
16875,Q11KE5
138315,Q8U3T3
157893,Q44292
244151,Q5PPJ9
58659,O22611
193678,A7I7A4
282016,A0PSG0
280290,B9M2S8
277806,Q8ZYS2
222865,Q6FCR7
281207,Q18LE5
211302,Q82U06
274910,Q93VQ9
235543,P47620
189119,B9DV80
3672,C6JUP2
304630,P16607
146414,Q80W94
221448,Q6LYT2
186634,Q9H606
157720,P0C0P8
254347,Q97PR0
289212,Q20170
140552,O60487
41460,B5EB44
268283,Q63RN0
302840,O28112
8119,Q9LY91
225048,P38192
240789,A1TTE9
263076,Q7M6U3
144635,Q92JI3
202688,A6LSR6
231253,Q6L0U7
308215,Q253J5
262595,A0A1B0GTY4
27742,Q2L4H3
33136,O94255
73197,Q9HYB5
281975,O69717
159287,Q7TUF8
297596,Q54KP9
248254,B5ZS33
235072,B3CMH5
5357,Q9CE35
45861,Q5U2U2
157745,A5EUU4
216252,Q6D808
184659,Q12ZP0
260367,F1NVK6
94149,P97564
69430,Q61211
6908,P14804
1347,Q5RFN1
110168,Q1DQ20
204218,Q1IEY7
138074,A7TFL9
246743,Q20375
36237,P33927
251893,Q8NKF5
198976,P62221
7050,Q8PK25
210094,B2UAG7
7101,Q54NZ4
200069,B1NWI9
156730,B0LJC9
244289,Q02328
300988,P65173
59895,Q9TT01
178622,A1WXU7
21156,A6UDM1
204465,Q0K622
306001,O31831
266251,B7VMJ2
122469,Q1MH44
261569,Q17R31
37927,P51613
68248,A3LSN3
118313,Q74K26
155365,F4JJ23
34839,P0C8E3
151435,Q076A3
138904,Q12WC8
265106,P00934
275832,A8H3Y9
97120,Q94529
209406,P33104
258412,Q472N3
193373,Q73MV2
237193,Q92E69
264834,P81778
117738,Q0AIL5
160052,Q28969
94318,F8VQN3
224514,Q8DVK7
32701,A1CLY6
258797,Q3ARF2
262386,Q9SYB0
35232,P02462
265040,Q59H18
234040,A1WM26
276087,Q2T9Q2
263596,P01135
105259,C5D8V8
63804,B0WQG0
240941,Q5HQ03
257163,A5VHP5
139802,Q1E432
299643,O34778
148187,Q5M6H7
92696,Q3A1E5
289353,Q54ZN3
292102,P13313
300154,O04251
236395,Q15X59
221531,A6ZX64
219115,Q03W55
105399,Q8WZJ9
151630,Q8DLV5
277091,A5EDB3
265622,P06617
65779,Q8EWX7
259126,C0MCN7
315625,Q1MEG2
172771,P20146
145203,O21034
289321,P21939
131434,Q7WUM3
144802,P40614
171717,P35510
268036,Q0P436
31269,Q92PZ4
65278,Q48464
250970,P33910
12689,Q47QY9
95995,Q9YAW4
